"model_version_id","analysis_taxon_id","unit_label","region","outcome","band","band_label","contrast","contrast_type","period","minimum_day","maximum_day","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","n","status"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_0_2","0–<2 km","within_band_0_2_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.0258296821759457,0.0729152444567173,-0.168740935235045,0.117081570883154,0.974501050373748,0.844727714228458,1.12421112884513,0.723157117595513,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_0_2","0–<2 km","within_band_0_2_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,0.0079257644120766,0.0724535585328902,-0.134080600864153,0.149932129688306,1.00795725642728,0.874519574729158,1.16175539135196,0.912892402623464,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_0_2","0–<2 km","within_band_0_2_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,0.278082336552088,0.0827385858355525,0.115917688182629,0.440246984921547,1.32059492596577,1.1229034401063,1.55309076114456,0.000776677939336981,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_0_2","0–<2 km","within_band_0_2_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,0.151341037449787,0.06129968736735,0.031195857946216,0.271486216953358,1.16339335113595,1.03168754830422,1.3119127895767,0.0135539964921593,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_0_2","0–<2 km","within_band_0_2_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,0.02910755181834,0.0588762767821945,-0.0862878302185729,0.144502933855253,1.0295353169162,0.917330157877985,1.15546508492609,0.621034260817098,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_0_2","0–<2 km","within_band_0_2_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,0.185138717210401,0.0561022930206507,0.0751802434398122,0.295097190980989,1.20338535881019,1.07807844994175,1.34325690479852,0.000966777652911212,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_2_4","2–<4 km","within_band_2_4_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.0904762106763378,0.0562685375393488,-0.200760517716201,0.0198080963635259,0.913496065096023,0.818108330547148,1.02000557846395,0.10784918272253,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_2_4","2–<4 km","within_band_2_4_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,-0.0691486214022293,0.0563838713550802,-0.179658978567126,0.0413617357626676,0.93318797806557,0.835555105030258,1.0422290488843,0.220051911261587,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_2_4","2–<4 km","within_band_2_4_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,-0.0100964455942168,0.0658528742757046,-0.139165707453042,0.118972816264608,0.989954352409099,0.870083837135208,1.12633929976271,0.878147331522842,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_2_4","2–<4 km","within_band_2_4_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.0977676625269026,0.0467237252312392,-0.189344481203677,-0.0061908438501284,0.906859576741873,0.827501398912475,0.993828279939178,0.0363971253997886,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_2_4","2–<4 km","within_band_2_4_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.111336889589659,0.0434048334576937,-0.196408799921697,-0.0262649792576198,0.894637304160788,0.821676264817921,0.974076945222996,0.0103151886054824,217037,"completed"
"SOG_GLAUCOUS_WINGED_GULL_DISTANCE_BAND_v1","atx_725074cbfcb6","Glaucous-winged Gull","SoG","detection","band_2_4","2–<4 km","within_band_2_4_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.0743886713448531,0.0430959902331906,-0.158855260079997,0.0100779173902904,0.928310815901115,0.853119830529308,1.0101288706234,0.0843265748458615,217037,"completed"
