"source_record_id","geometry_quality_tier","source_point_available","edge100_snap_distance_band","edge100_core_eligible","edge150_sensitivity_available","observed_length_available","actual_alongshore_geometry_constructed","safe_primary_complex_id","provisional_2km_7d_complex_id","antichain_complex_id","support_label"
"hsr_fa3f8b16b81cd317","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_fa3f8b16b81cd317","compl_b595338ffe4a5583","ac2_d39202a7b594f67e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_48dcd442a29dc56e","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_48dcd442a29dc56e","compl_b595338ffe4a5583","ac2_d39202a7b594f67e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_369df0aebf7cb3c8","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_369df0aebf7cb3c8","compl_b595338ffe4a5583","ac2_d39202a7b594f67e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a521f63208dfac64","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a521f63208dfac64","compl_b595338ffe4a5583","ac2_d39202a7b594f67e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_21de455c017390a0","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_21de455c017390a0","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_017af1a32f806980","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_017af1a32f806980","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_5574b17eda291323","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_5574b17eda291323","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_e8543074374e1c01","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_e8543074374e1c01","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9987794b03e8c62d","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9987794b03e8c62d","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_099049e566d40a5a","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_099049e566d40a5a","compl_b595338ffe4a5583","ac2_d39202a7b594f67e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a5f84a20ac469b44","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a5f84a20ac469b44","compl_b595338ffe4a5583","ac2_d39202a7b594f67e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_81d7510427a08fd0","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_81d7510427a08fd0","compl_869651eea59daa50","ac2_2a7a5d6e217d2a0c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_772009dca937ed76","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_772009dca937ed76","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a3c8856ebd1c9874","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a3c8856ebd1c9874","compl_869651eea59daa50","ac2_2a7a5d6e217d2a0c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_95a67c60aa242ec9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_95a67c60aa242ec9","compl_869651eea59daa50","ac2_2a7a5d6e217d2a0c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_dd77eff19fd361fa","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_dd77eff19fd361fa","compl_4e016cfcda88cbd6","ac2_94ca559f3732ca2f","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_c58a4a9a93e77593","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c58a4a9a93e77593","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d1a04e3dc2488542","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d1a04e3dc2488542","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ed5a594607527675","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ed5a594607527675","compl_74b72ad4a82f4124","ac2_c4eaec8370062786","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_5ff4b58c3493b18c","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_5ff4b58c3493b18c","compl_869651eea59daa50","ac2_2a7a5d6e217d2a0c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_2f0f1f141ab9c7e9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_2f0f1f141ab9c7e9","compl_a932310f8584132a","ac2_0a80ead8676bc988","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_be0b1f86e9c07b5b","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_be0b1f86e9c07b5b","compl_a9af03bc3cfbd5a4","ac2_c6be41da544a39da","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_3a5a6beacd85a1ee","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_3a5a6beacd85a1ee","compl_a9af03bc3cfbd5a4","ac2_c6be41da544a39da","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0fd3530f025f8844","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0fd3530f025f8844","compl_a9af03bc3cfbd5a4","ac2_c6be41da544a39da","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ffd93d24bac7d437","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ffd93d24bac7d437","compl_c90d1ad1f279cd64","ac2_7623974aa1f3ac72","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_68749344660d8a37","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_68749344660d8a37","compl_bc598ed52c9924ab","ac2_d5dade695b173e48","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9a1335c040f38659","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9a1335c040f38659","compl_bc598ed52c9924ab","ac2_d5dade695b173e48","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f518307558caa56d","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f518307558caa56d","compl_18c12e758d2a19cc","ac2_eaa84d7d7a29da26","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_6e68f238b90bd661","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_6e68f238b90bd661","compl_18c12e758d2a19cc","ac2_eaa84d7d7a29da26","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ed39731ac476e8dc","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ed39731ac476e8dc","compl_eef084078a26ec12","ac2_b8c2835b7dcab007","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_946bd79fed2f9e54","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_946bd79fed2f9e54","compl_eef084078a26ec12","ac2_b8c2835b7dcab007","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_dce2f6235a373b34","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_dce2f6235a373b34","compl_18a66c54b3bf2018","ac2_46e539521bd130d8","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_4073ee468e054e12","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_4073ee468e054e12","compl_08db6659738ef813","ac2_64be68d29d15e8c7","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_c319a72e2b58eae5","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c319a72e2b58eae5","compl_55ba7b72c568d051","ac2_edc4280e25a1e6aa","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_7e910090305da48e","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_7e910090305da48e","compl_870e72f792240eca","ac2_89ebaccd8bfd9dac","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a7c0a485842d5681","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a7c0a485842d5681","compl_870e72f792240eca","ac2_89ebaccd8bfd9dac","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_8d06ac58dc3e4945","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_8d06ac58dc3e4945","compl_1e853d76f7e185f7","ac2_8b0a288528fa8706","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d65af45cefda5acb","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d65af45cefda5acb","compl_f2f18b8af5fc7ef7","ac2_fd936da2f6297138","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_b0f2189c4339580e","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_b0f2189c4339580e","compl_f2f18b8af5fc7ef7","ac2_fd936da2f6297138","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_eb6fa0ea5393b1c1","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_eb6fa0ea5393b1c1","compl_cb9c3243041413db","ac2_b19939dc25ed9596","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0dc6b8a44465b945","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0dc6b8a44465b945","compl_18707ce456033308","ac2_b42828b90298c1fe","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a8d986ef326a032e","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a8d986ef326a032e","compl_d8631307f4bf0422","ac2_c9bbe0073c2d0ebb","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f5e433103983b2a8","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f5e433103983b2a8","compl_5d4ac51278d9851e","ac2_db505d1f8a17425d","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_05c2d833d0e456bd","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_05c2d833d0e456bd","compl_dfd58c1180b9b840","ac2_65948a1884822e02","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_1b55928742be3809","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_1b55928742be3809","compl_cb9c3243041413db","ac2_b19939dc25ed9596","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_8e8f421b97e9a472","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_8e8f421b97e9a472","compl_83838948b90f4be1","ac2_ae989c49f8f54fe8","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d795a39f70025838","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d795a39f70025838","compl_83838948b90f4be1","ac2_ae989c49f8f54fe8","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_cbb27dd6a6ba8790","C",FALSE,,FALSE,FALSE,TRUE,FALSE,"hsr_cbb27dd6a6ba8790","hsr_cbb27dd6a6ba8790","ac2_fb747f05f40aa349","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_3edf926493cf8728","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_3edf926493cf8728","compl_ff551d351083c088","ac2_a80fadcd849834c1","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_eb68a41a33f9cec1","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_eb68a41a33f9cec1","compl_ff551d351083c088","ac2_a80fadcd849834c1","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_955e6fc8befc82f4","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_955e6fc8befc82f4","compl_ff551d351083c088","ac2_a80fadcd849834c1","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_5d6f32d3ecb0bfb2","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_5d6f32d3ecb0bfb2","compl_463f0a4cbe0a0d6c","ac2_17c3bb66f9ee71ec","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ab894ebfbdf13679","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ab894ebfbdf13679","compl_463f0a4cbe0a0d6c","ac2_17c3bb66f9ee71ec","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d88191fa39bd2077","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d88191fa39bd2077","compl_036606d256337d1c","ac2_e2d3b3b4b7e50154","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0728d8a5c0cb5662","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0728d8a5c0cb5662","compl_036606d256337d1c","ac2_e2d3b3b4b7e50154","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0a840c6d212d62be","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0a840c6d212d62be","compl_18edaae5017286d0","ac2_ec4b39e9fc36a53d","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_952f3481cd07a0b8","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_952f3481cd07a0b8","compl_18edaae5017286d0","ac2_ec4b39e9fc36a53d","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_846c533ab95dcbe9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_846c533ab95dcbe9","compl_589adcc7fa56c4c3","ac2_7ef4cf3b45fd4d4e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ae69bfd37d7f712c","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ae69bfd37d7f712c","compl_589adcc7fa56c4c3","ac2_7ef4cf3b45fd4d4e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_b576726f7f2d8c17","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_b576726f7f2d8c17","compl_9df5bc7702392d81","ac2_68c35dd3b94d4785","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_bffe53b8de129ec7","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_bffe53b8de129ec7","compl_dfc075ee6bcd0f13","ac2_c7262fdff717d6b5","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_881f6095a2ca3b2c","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_881f6095a2ca3b2c","compl_395fff0cd1ca3c22","ac2_a59d1cf586dbe17e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_58bf78e9c527ff67","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_58bf78e9c527ff67","compl_395fff0cd1ca3c22","ac2_a59d1cf586dbe17e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_35864ff8543c9370","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_35864ff8543c9370","compl_395fff0cd1ca3c22","ac2_a59d1cf586dbe17e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0576104ae424f05f","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0576104ae424f05f","compl_503dafb06426c077","ac2_a8e1d75a967cefbf","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_7e67986d227276a8","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_7e67986d227276a8","compl_395fff0cd1ca3c22","ac2_a59d1cf586dbe17e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
