"analysis_taxon_id","common_name","did_early_pre","did_immediate_pre","did_spawn_start","did_early_egg","did_late_egg"
"atx_04afbeb21fb0","Hooded Merganser",-0.466807595196228,-0.130546972607186,-0.693846877441042,-0.656521886864621,-0.614266721839094
"atx_04cf65098f13","Red-throated Loon",0.344887833804838,-1.17043521759355,-1.06529352521831,-0.500686632408216,0.253497680481513
"atx_08bb40b40c0a","Ring-billed Gull",-2.95306257252372,-2.44400202333719,-1.75160214592071,-2.24840843222697,-1.32211618607428
"atx_1328b44be502","Black Scoter",1.7678277746924,0.517405422046746,-0.758385608121096,0.389789363422789,-0.587007146375152
"atx_136b0e66254b","Common Murre",-0.780721219904394,1.75708736383992,0.782604646554492,-2.10660435615439,0.0622853308865766
"atx_15dd5efcd8d6","Black Turnstone",-0.0763460067578934,0.315063251862907,-0.0354171539032934,0.436943108433663,-0.57638945997487
"atx_1930f23cc4f8","Surf Scoter",-0.821319897619109,-0.579688337289226,-0.079768865432195,1.29128865911683,0.639577495117738
"atx_3083477933a8","White-winged Scoter",1.60749122379394,0.851369134598213,0.453390570918473,1.61218734815818,-0.423796383874887
"atx_35518e24dfdd","Common Merganser",-0.0907132235113069,-0.230810806748697,0.675572472141033,-0.0851089558580547,-0.451612908232604
"atx_35707a9578d5","Pelagic Cormorant",0.38327975817067,-0.276841573274069,-0.29914479346233,-0.478002454675823,-0.0866958915898472
"atx_40f730f5ad72","Long-tailed Duck",0.513660104801696,0.221323626040523,1.39792425374461,2.67084560614305,2.43430524508865
"atx_4ae57d328ec6","Greater Scaup",0.259829458038743,-0.231539337820709,-0.539240952651012,0.821415511306434,2.82276975036331
"atx_59441ff7abde","Brant",0.344031620610348,-0.912051093349633,-0.394306551497916,-0.333466586749724,0.0299313116155583
"atx_5a9a3495d0ea","Western Gull",-0.550184490386686,0.295128294037879,0.596822353407028,-0.332700822622167,-0.714713588948844
"atx_6b4cfd1ab927","Horned Grebe",-0.615345122924729,-0.710989431811007,-1.09837134505666,-0.85796460614278,-1.31361574985549
"atx_725074cbfcb6","Glaucous-winged Gull",0.534918860647781,0.132871083128004,1.77685511249805,0.517407282617556,-0.0150105206962024
"atx_7571c026ae99","American Herring Gull",-0.924287310918457,-1.18182526601201,-1.27972379292199,-1.00941547854265,-1.86645602711694
"atx_7b80ddaff058","Great Blue Heron",0.164549895404584,0.391427481394552,-0.183893044148763,-0.484608669657505,-0.27420449850344
"atx_7d980a7c8c37","Northern Pintail",0.036213188745294,-0.251718976711151,0.122504869835718,-0.157335096863853,-0.775566167915985
"atx_815c98107028","Mallard",0.434389559314064,0.151612115005859,0.284018906547125,0.0337025145343119,0.747547552950327
"atx_82312e6f2848","Common Goldeneye",0.569265435124395,-0.20028273698177,0.402468067030784,0.973517445761898,1.24958157735824
"atx_8608f2ed61cf","Pigeon Guillemot",-0.525532510874239,-0.340739770634052,-0.963007111120564,-0.717706315356574,-0.472771019271162
"atx_86eda7ed9025","Red-necked Grebe",0.433725698656018,-0.614965983744141,-0.502584340113039,-0.624595580836908,-0.572076740506885
"atx_87b306550dba","Harlequin Duck",-0.244927705650358,0.267483284597992,0.750754552359765,0.860420535971053,0.289452575309601
"atx_98ca0000b734","Brandt's Cormorant",0.672444634082854,0.0794253937710045,0.0954968013027714,-0.301234672329867,0.138190700914121
"atx_99238953638b","Bufflehead",-0.189629271821467,-0.532491805221596,0.0309619251839644,0.000599393472331168,-0.162937881257539
"atx_9ae1aa9b7fdf","Common Loon",-0.298070404590627,-0.689736014594242,-0.261920787812471,-0.724563771687787,-1.02938615812776
"atx_a113baee5693","American Wigeon",0.214269280442534,0.632578043451033,0.0898750079243462,0.0838327164947284,-0.160359381890333
"atx_a444854c6b66","Double-crested Cormorant",-0.122734943837792,0.407099598363211,0.857907051530353,0.0178158860343277,0.107903524166672
"atx_aa5353f6d6d2","Iceland Gull",1.87477502214821,2.12440917344292,1.68063701377076,1.70581153871203,0.32490094077641
"atx_acf526bb8010","Marbled Murrelet",0.957031576085656,0.246294778994844,-0.679406657691313,0.561959843149522,-0.435554504440239
"atx_b3d3ea90f9cb","Canada Goose",-0.669725325964256,-0.473606102285779,-0.178319189851553,-0.798189998405076,-0.628868247915504
"atx_c12b832d2b03","California Gull",0.487638756042203,0.735348099488226,1.03784150214665,0.79368439054428,0.957858961261742
"atx_c2d1fbbaf6d3","Red-breasted Merganser",-0.611143712853791,-0.23895865056597,0.798204768429629,-0.15767076840958,-0.304241257512948
"atx_c34f23342a55","Pacific Loon",-0.816469019092722,-0.533106800401011,0.812428461575381,-0.120278993535631,0.174791938307103
"atx_c9db024faf12","American Crow",0.274742285913266,-0.567151854904308,-0.653861175039858,-0.714627913179,-0.846674487317185
"atx_d002764a39e8","Lesser Scaup",0.79351540792096,-0.00632272494086853,-1.44620327415147,0.710377031001032,0.771813890480703
