"analysis_version","stage","analysis_taxon_id","species","analysis_role","outcome","comparison","primary_comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","full_fixed_effect_covariance_used","status","multiplicity_family","analysis_variant"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_04afbeb21fb0","Hooded Merganser","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0205066229797448,0.0388544409602486,-0.0966599279012699,0.0556466819417802,0.979702207905152,0.90786469309393,1.05722408138073,0.59765157325826,0.813470196934854,217200,TRUE,"completed","s2_detectability__fixed_49_species__checklist_reporting__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_04afbeb21fb0","Hooded Merganser","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0224533730960251,0.0190602236069465,-0.0149039787108701,0.0598107249029203,1.02270734737543,0.985206535862995,1.06163558634891,0.238787618979751,0.40682335085439,20340,TRUE,"completed","s2_detectability__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_04cf65098f13","Red-throated Loon","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.00795230505718353,0.140974379836492,-0.284257012279578,0.26835240216521,0.99207923087087,0.752573199294838,1.30780793316524,0.955015528198709,0.955015528198709,217200,TRUE,"completed","s2_detectability__fixed_49_species__checklist_reporting__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_04cf65098f13","Red-throated Loon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0785288975798599,0.0909281573857104,-0.0996870160767221,0.256744811236442,1.0816946130671,0.905120661924065,1.29271519827104,0.387787473817085,0.524653641046644,1488,TRUE,"completed","s2_detectability__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_08bb40b40c0a","Ring-billed Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.023975322643638,0.0654514451977562,-0.104307152680061,0.152257797967337,1.02426504142531,0.900948526163456,1.16446039326297,0.714136005590263,0.864731240964312,217200,TRUE,"completed","s2_detectability__fixed_49_species__checklist_reporting__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_08bb40b40c0a","Ring-billed Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.0155926635432456,0.0592082965664212,-0.131638792399398,0.100453465312906,0.984528272646592,0.876657593282912,1.10567218839759,0.792278759907277,0.84755402222639,4549,TRUE,"completed","s2_detectability__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_1328b44be502","Black Scoter","core_species","checklist_reporting","active_minus_pre14",TRUE,0.129837938020024,0.0678605693958736,-0.00316633396626903,0.262842210006318,1.1386438374963,0.996838673582539,1.30062147770489,0.0557090721434665,0.129987835001422,217178,TRUE,"completed","s2_detectability__fixed_49_species__checklist_reporting__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_1328b44be502","Black Scoter","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0454280218406622,0.0696296923770066,-0.0910436674728738,0.181899711154198,1.04647567850993,0.912977842593622,1.19949389198953,0.514128247103455,0.606407676070742,1684,TRUE,"completed","s2_detectability__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_136b0e66254b","Common Murre","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.161694654080835,0.0949831135909796,-0.347858135858632,0.0244688276969618,0.850700922941488,0.706199053430789,1.02477064614818,0.0886894798760599,0.173831380557077,217200,TRUE,"completed","s2_detectability__fixed_49_species__checklist_reporting__active_minus_pre14","real_start_anchor_s2_detectability"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_136b0e66254b","Common Murre","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.107847140608716,0.118773255266432,-0.340638443257505,0.124944162040073,0.897764817725939,0.71131604283056,1.13308518213539,0.36387366296464,0.507217833223438,2023,TRUE,"completed","s2_detectability__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","real_start_anchor_s2_detectability"
