"species","outcome","band","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","p_value_bh_13","significant_bh_0_05"
"American Robin","detection","band_0_2",-0.142709181330381,0.0721357554488843,-0.284092664007784,-0.00132569865297921,0.867006173817324,0.752696893563732,0.998675179697295,0.0478901589370371,0.550537374165543,FALSE
"American Robin","detection","band_2_4",-0.0585206755373392,0.0603458879989335,-0.176796442630337,0.0597550915556584,0.943158739884332,0.837950338130421,1.06157652565056,0.332169050199862,0.665052822565827,FALSE
"American Robin","detection","band_4_6",0.0113405000465164,0.0535542661878341,-0.0936239329001096,0.116304932993142,1.01140504728573,0.910625154016349,1.12333836284154,0.832296481232412,0.901654521335113,FALSE
"American Robin","detection","band_6_8",-0.000917492215129316,0.0503012603546395,-0.0995061508871951,0.0976711664569365,0.99908292855216,0.905284381549273,1.10260015357399,0.985447436541756,0.985447436541756,FALSE
"American Robin","detection","band_8_10",0.0196167504876708,0.049150990976047,-0.0767174216298345,0.115950922605176,1.01981042327483,0.926151527022163,1.12294075977385,0.689810677978277,0.901654521335113,FALSE
"American Robin","detection","band_10_12",0.0475881812745568,0.047701599369607,-0.0459052354948314,0.141081598043945,1.04873867615708,0.9551324705581,1.15151860581711,0.318462523100217,0.665052822565827,FALSE
"American Robin","detection","band_12_14",0.0590643810975936,0.057668667538433,-0.0539641303141492,0.172092892509336,1.06084353681292,0.94746609120333,1.18778816471252,0.305739739457186,0.665052822565827,FALSE
"American Robin","detection","band_14_16",-0.0115907390691934,0.0496196016674151,-0.108843371264551,0.0856618931261639,0.988476174770423,0.896870882249688,1.08943791957865,0.815301784769369,0.901654521335113,FALSE
"American Robin","detection","band_16_18",-0.0115050802724134,0.0456435244708418,-0.100964744362736,0.0779545838179092,0.98856085007674,0.903964902182766,1.08107355932152,0.800991749279909,0.901654521335113,FALSE
"American Robin","detection","band_18_20",0.0865466749396835,0.0501995091062289,-0.0118425549501157,0.184935904829483,1.09040226098981,0.988227292109321,1.20314132210808,0.0846980575639297,0.550537374165543,FALSE
"American Robin","detection","band_20_22",-0.0580599460751271,0.0452087779726775,-0.146667522686643,0.0305476305363885,0.94359338102164,0.863581050798617,1.03101899686713,0.199050062436242,0.665052822565827,FALSE
"American Robin","detection","band_22_24",0.0444245677353536,0.0483411021542822,-0.0503222514600111,0.139171386930718,1.04542611487676,0.950922938815245,1.14932106173397,0.358105365996984,0.665052822565827,FALSE
"American Robin","detection","band_24_26",0.0273220546406247,0.0524058494200444,-0.0753915228018916,0.130035632083141,1.0276987246166,0.927380324697018,1.13886896287522,0.602119453225439,0.901654521335113,FALSE
"American Robin","positive_numeric_count_given_detection","band_0_2",0.00337654587940361,0.0340319371131815,-0.0633248251865641,0.0700779169453713,1.0033822528319,0.938638530729377,1.0725917510713,0.920965996660039,0.922002359790489,FALSE
"American Robin","positive_numeric_count_given_detection","band_2_4",-0.0127836271798422,0.0287070791023311,-0.0690484683217536,0.0434812139620692,0.987297736306238,0.933281444396629,1.04444037323126,0.656093784287797,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_4_6",-0.0121073337264786,0.0236468457393953,-0.0584542997236678,0.0342396322707106,0.987965665134312,0.94322134489082,1.03483255629384,0.608646608313321,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_6_8",0.051740911041217,0.0213665482465007,0.00986324600413819,0.0936185760782958,1.053102859841,1.00991204813217,1.09814080885205,0.0154529900115853,0.200888870150609,FALSE
"American Robin","positive_numeric_count_given_detection","band_8_10",-0.0109361964127415,0.0198284862907025,-0.0497993154104647,0.0279269225849816,0.989123386382394,0.951420340743657,1.0283205346691,0.581263793153177,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_10_12",-0.00961032363495135,0.0182283468967374,-0.0453372270502591,0.0261165797803564,0.990435707947745,0.955675147975149,1.02646060605048,0.598041789647411,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_12_14",0.00992103531423076,0.0239425190799532,-0.0370054397816407,0.0568475104101022,1.00997041193907,0.963670893175563,1.05849438871301,0.678603960951795,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_14_16",-0.00204686845833994,0.020905235564117,-0.0430203772523352,0.0389266403356553,0.99795522494835,0.957891870663797,1.03969420923425,0.922002359790489,0.922002359790489,FALSE
"American Robin","positive_numeric_count_given_detection","band_16_18",0.0144165980113263,0.0185205808180427,-0.0218830733648008,0.0507162693874535,1.01452101835237,0.978354624077743,1.0520243594177,0.436327577752065,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_18_20",0.0332813442999497,0.0213447179840258,-0.00855353420890524,0.0751162228088047,1.03384136370321,0.991482943187184,1.07800943288839,0.118941734615982,0.642177212793657,FALSE
"American Robin","positive_numeric_count_given_detection","band_20_22",-0.0099831171507882,0.0204799621826463,-0.0501231054335173,0.0301568711319409,0.990066548752321,0.951112330197657,1.03061619520233,0.625933946912363,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_22_24",-0.0162742479152468,0.0187005779373798,-0.0529267071625955,0.0203782113321018,0.983857462195092,0.948449524491686,1.02058726471052,0.384161752696736,0.801986499306667,FALSE
"American Robin","positive_numeric_count_given_detection","band_24_26",0.0314464320916912,0.0217481272666973,-0.011179114082229,0.0740719782656114,1.03194609492123,0.988883140015763,1.07688431497194,0.148194741413921,0.642177212793657,FALSE
"Chestnut-backed Chickadee","detection","band_0_2",-0.114219687753694,0.0802252583975533,-0.271458304863318,0.0430189293559295,0.892061959266181,0.762267065634943,1.04395765610963,0.154522550060919,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_2_4",-0.010405671166934,0.0695305169785976,-0.146682980271436,0.125871637937568,0.989648280532576,0.863567702024469,1.13413657882881,0.881035886526969,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_4_6",0.0203603704216886,0.0559738748751813,-0.089346408408818,0.130067149252195,1.02056905666699,0.914528718258837,1.1389048573665,0.71604639128855,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_6_8",-0.00491419457527804,0.0526947774579606,-0.108194060566234,0.0983656714156779,0.995097860324093,0.897453419211816,1.10336618082222,0.92569882361349,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_8_10",-0.00679192648040336,0.0523199499101856,-0.109337143977307,0.0957532910165001,0.993231086521906,0.896428141196889,1.1004875303405,0.896712610825572,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_10_12",0.0139828861329595,0.0552964999568928,-0.0943962622536711,0.12236203451959,1.01408110394081,0.909922123000502,1.13016318581061,0.800367831585383,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_12_14",0.0255824715656833,0.059867426162996,-0.0917555275608998,0.142920470692266,1.02591251139271,0.912328161374728,1.15363804998209,0.669147203948642,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_14_16",0.0691212444080051,0.0570437161017837,-0.0426823846958185,0.180924873511829,1.07156612267272,0.958215685706484,1.19832514995124,0.225618018316518,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_16_18",-0.104664292974563,0.057366656420026,-0.217100873471298,0.00777228752217127,0.900626818592278,0.804848777319974,1.0078025701531,0.0680796013183906,0.885034817139078,FALSE
"Chestnut-backed Chickadee","detection","band_18_20",0.0567254017654884,0.059784466745475,-0.0604499998905752,0.173900803421552,1.0583651452889,0.941340834986499,1.18993752223493,0.342706177715717,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_20_22",0.0377131603260955,0.0542558638846587,-0.068626378837943,0.144052699490134,1.03843332627814,0.933675455827935,1.15494497193232,0.486993681883304,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_22_24",0.022339871968255,0.0521059948427859,-0.0797860013022351,0.124465745238745,1.02259127552539,0.923313913221417,1.132543224798,0.668113177542839,0.92569882361349,FALSE
"Chestnut-backed Chickadee","detection","band_24_26",0.0326613630658671,0.0561493504453932,-0.0773893415624216,0.142712067694156,1.03320060010993,0.92552943637152,1.1533976534043,0.560777339380699,0.92569882361349,FALSE
"Chestnut-backed Chickadee","positive_numeric_count_given_detection","band_0_2",-0.00197083703125074,0.0312769877076381,-0.0632726064831234,0.059330932420622,0.998031103792826,0.93868754649621,1.06112634375079,0.949756656370124,0.949756656370124,FALSE
"Chestnut-backed Chickadee","positive_numeric_count_given_detection","band_2_4",-0.013438552221982,0.0265254038384556,-0.0654273884207355,0.0385502839767714,0.986651341987701,0.936667057164692,1.03930298733135,0.612414801883395,0.865523578912477,FALSE
"Chestnut-backed Chickadee","positive_numeric_count_given_detection","band_4_6",-0.0232052032684751,0.0211814414010817,-0.0647200655552407,0.0183096590182906,0.977061966891512,0.937329817556738,1.01847830855773,0.273278333954663,0.865523578912477,FALSE
"Chestnut-backed Chickadee","positive_numeric_count_given_detection","band_6_8",0.0108665292305992,0.0201711848264549,-0.0286682665547532,0.0504013250159515,1.01092578439753,0.971738769253815,1.05169308243666,0.590083200491158,0.865523578912477,FALSE
