"analysis_version","sensitivity","analysis_taxon_id","species","outcome","comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","primary_estimate","primary_standard_error","primary_q_value","sign_preserved","status","linked_candidate_events","start_anchor_window_events","positive_dose_scored_events","no_component_events_dropped_before_log","surface_only_status","surface_linked_candidate_events","surface_positive_events","surface_no_component_events_dropped_before_log","index_extent_correlation","index_extent_event_n","length_link_grand_mean"
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_04afbeb21fb0","Hooded Merganser","checklist_reporting","dose_did_active_minus_pre",-0.0733058850032299,0.0535808133936903,-0.178322349517224,0.0317105795107644,0.92931652255781,0.836672678980954,1.03221871682343,0.171269245461074,0.877067903800307,0.013483483692531,0.0406782928429469,0.863674330715212,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_04afbeb21fb0","Hooded Merganser","conditional_positive_numeric_count","dose_did_active_minus_pre",0.0451720347058711,0.0293450962354011,-0.0123432970383771,0.102687366450119,1.04620782848391,0.987732568986076,1.10814491163796,0.123721693815889,0.303118149848928,0.0446607437731176,0.0209321069706348,0.390106575419617,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_04cf65098f13","Red-throated Loon","checklist_reporting","dose_did_active_minus_pre",-0.0506934035320911,0.155119127521684,-0.354721306787868,0.253334499723685,0.950570067284666,0.70136888272029,1.28831414549358,0.743816854646405,0.984508202426608,0.0470000711127743,0.114756915304967,0.815225287253559,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_04cf65098f13","Red-throated Loon","conditional_positive_numeric_count","dose_did_active_minus_pre",0.0724906139719892,0.162294205666398,-0.245600184033686,0.390581411977665,1.07518271434772,0.782234912419979,1.47783977789459,0.655119302986108,0.802521146157982,-0.0213187727676571,0.0966791374799084,0.99684195134258,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_08bb40b40c0a","Ring-billed Gull","checklist_reporting","dose_did_active_minus_pre",-0.0599549580611219,0.0858851223698524,-0.228286704713848,0.108376788591604,0.941806953440137,0.795896039974768,1.11446758495784,0.485125185640743,0.984508202426608,0.00736050481766167,0.065749272537416,0.954869562952147,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_08bb40b40c0a","Ring-billed Gull","conditional_positive_numeric_count","dose_did_active_minus_pre",0.0514581597939872,0.108598314367628,-0.161390625148323,0.264306944736298,1.05280513578683,0.850959599955633,1.30252793904306,0.635614438079337,0.79859249912532,-0.0122339645348273,0.0721195132395879,0.99684195134258,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_1328b44be502","Black Scoter","checklist_reporting","dose_did_active_minus_pre",0.0694139366220719,0.0596110398105289,-0.047421554487548,0.186249427731692,1.07187980763802,0.953685282529063,1.20472271415923,0.244242637219722,0.877067903800307,0.0398724297520617,0.0459549592985259,0.633008534140379,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_1328b44be502","Black Scoter","conditional_positive_numeric_count","dose_did_active_minus_pre",0.0649257768559167,0.0593682786940444,-0.0514339112085469,0.18128546492038,1.06707981942562,0.949866423411831,1.19875733362114,0.274125813256884,0.463178098261632,0.0340166091078871,0.045616939085638,0.758734342370173,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_136b0e66254b","Common Murre","checklist_reporting","dose_did_active_minus_pre",-0.0911979495358802,0.088776178283906,-0.265196061657443,0.0828001625856824,0.912836997353814,0.767055545050505,1.08632469853674,0.30428886458378,0.877067903800307,-0.0530501241048285,0.0672604677581676,0.642481939770475,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","dose_did_active_minus_pre",0.207676551567166,0.115387581052674,-0.0184789515592709,0.433832054693603,1.23081499997583,0.981690737433632,1.54315967992711,0.0718895091758003,0.25929083592982,0.117408653506151,0.0831068987688646,0.594526161865958,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","dose_did_active_minus_pre",0.0234834156293605,0.0650000590154873,-0.103914359033973,0.150881190292694,1.02376132216863,0.901302482531341,1.16285849099723,0.717887908713047,0.984508202426608,0.0657394599806995,0.0501325567647515,0.462037651632741,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","dose_did_active_minus_pre",0.00523660403159904,0.0656969371683248,-0.123527026712908,0.134000234776106,1.0052503390069,0.883797754773106,1.14339308808599,0.936469102390815,1,-0.0427356504408854,0.0530290563267079,0.758734342370173,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_1812dd827ede","Surfbird","checklist_reporting","dose_did_active_minus_pre",0.0914506951491159,0.206216530906929,-0.312726278445255,0.495627668743487,1.0957627489417,0.731450098828255,1.64152825174501,0.657426339249782,0.984508202426608,0.0131762902839456,0.141995553668324,0.954869562952147,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","dose_did_active_minus_pre",,,,,,,,,,,,,,"failed_insufficient_support",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_1930f23cc4f8","Surf Scoter","checklist_reporting","dose_did_active_minus_pre",0.000215916059279448,0.0364645152671242,-0.0712532205779949,0.0716850526965538,1.00021593937083,0.931226056669343,1.07431693755397,0.99527554165562,0.99527554165562,0.0785689570763732,0.0270477181204351,0.060017728745859,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.168242650359859,0.0340233935665477,-0.234927276382125,-0.101558024337594,0.845148734157329,0.790628344891714,0.903428756966162,7.61786911481478e-07,3.73275586625924e-05,0.00462050175088962,0.0257846409690902,0.99684195134258,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_3083477933a8","White-winged Scoter","checklist_reporting","dose_did_active_minus_pre",-0.0113205187045075,0.0449180937196496,-0.0993583646492154,0.0767173272402005,0.988743317254897,0.905418180008865,1.07973682106388,0.8010211183574,0.984508202426608,0.0632925386593007,0.0341811891343938,0.251343267310706,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0539100232390894,0.0437882739302798,-0.139733463087612,0.0319134166094332,0.947517357209158,0.869589982341813,1.03242811030881,0.218266001129594,0.411347463667312,0.0277267652981616,0.0333317548258651,0.758734342370173,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
