"file","sha256"
"outputs/post_stage4a_stage3_dose_v1/index_aggregation_audit.csv","5e561f7cfc3be5e4cc083f7e8afbbb7263efe0ffe6e4d32dc60ca6624147127a"
"outputs/post_stage4a_stage3_dose_v1/dose_estimates_49x2.csv","4b28e635ce08c08f03acb97c07a2b89ceccccc2196a80fb762af6afdded03d03"
"outputs/post_stage4a_stage3_dose_v1/dose_within_between.csv","bfab62aba0f0c7dee672e890863d8302a4c4f8688327240f3e7d0a8074f7cc0d"
"outputs/post_stage4a_stage3_dose_v1/dose_lrt.csv","21a2a3acb351b9d66e6f19cbf7ec1a5eccc126f2fa4fad6b469303a877cdf4e5"
"outputs/post_stage4a_stage3_dose_v1/dose_method_sensitivity.csv","90888646c74dc987a4715d117e5384f7aa2f0ae838eefac414b11ddbabab9842"
"outputs/post_stage4a_stage3_dose_v1/dose_extent_sensitivity.csv","f5b81a7b9f65ba720ce82c83a4d214e569ab0ce017d5f61f8af1614882126f7a"
"outputs/post_stage4a_stage3_dose_v1/dose_effort_outcomes.csv","db7d9718d0cccfb36794053dc1cde55a1dbbfff51e4b74a3c0931fb78ba7ee9d"
"outputs/post_stage4a_stage3_dose_v1/dose_placebo_tallies.csv","64ff523402706f74011da6f5e919dfdefcf173cd02a17219c0b14e8ee2aa2b2e"
"outputs/post_stage4a_stage3_dose_v1/dose_guild_meta.csv","c6725ec1146523ddd921de99584a2f7bfd2efd928b59ed37cc74b10a79fd5d67"
"outputs/post_stage4a_stage3_dose_v1/dose_terciles_case_species.csv","f5290df28c0edd7e35e18440bcda51a1f3335772e7596e199cc3d2fcba54daa6"
"outputs/post_stage4a_stage3_dose_v1/figures/dose_terciles_case_species.pdf","208c63d115d45e11b6ef350b0240ff34755bad39016df963c88e53b563349722"
"outputs/post_stage4a_stage3_dose_v1/figures/dose_terciles_case_species_600dpi.png","ab8652983445f2bebac9d04ab0b6c2f3c1a51bc5bd38458d01e0ce361ab24b4e"
"outputs/post_stage4a_stage3_dose_v1/execution_record_v1.yml","f1099a00385746590ba3efff2a83872600ac804e221508d99b25ca6bd5232676"
"STAGE3_DOSE_REPORT.md","ed28a46f3083b0f0b6882f67cde10e9926c14ccdff63c1e5c583bba23f2604f7"
